LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
FIN,GDEXPRD,TOT,PC_GDP,A,1992,2.0590394806,
FIN,GDEXPRD,TOT,PC_GDP,A,1993,2.0942287979,
FIN,GDEXPRD,TOT,PC_GDP,A,1994,2.2125991868,
FIN,GDEXPRD,TOT,PC_GDP,A,1995,2.2042113452,
FIN,GDEXPRD,TOT,PC_GDP,A,1996,2.4531113789,
FIN,GDEXPRD,TOT,PC_GDP,A,1997,2.6232110111,
FIN,GDEXPRD,TOT,PC_GDP,A,1998,2.7865529674,
FIN,GDEXPRD,TOT,PC_GDP,A,1999,3.0560264227,
FIN,GDEXPRD,TOT,PC_GDP,A,2000,3.2456876412,
FIN,GDEXPRD,TOT,PC_GDP,A,2001,3.1979466368,
FIN,GDEXPRD,TOT,PC_GDP,A,2002,3.2573992976,
FIN,GDEXPRD,TOT,PC_GDP,A,2003,3.3021383,
FIN,GDEXPRD,TOT,PC_GDP,A,2004,3.3149396164,
FIN,GDEXPRD,TOT,PC_GDP,A,2005,3.3297645191,
FIN,GDEXPRD,TOT,PC_GDP,A,2006,3.3376181538,
FIN,GDEXPRD,TOT,PC_GDP,A,2007,3.3457694122,
FIN,GDEXPRD,TOT,PC_GDP,A,2008,3.5470838001,
FIN,GDEXPRD,TOT,PC_GDP,A,2009,3.7488316237,
FIN,GDEXPRD,TOT,PC_GDP,A,2010,3.7259757883,
FIN,GDEXPRD,TOT,PC_GDP,A,2011,3.6388115955,
FIN,GDEXPRD,TOT,PC_GDP,A,2012,3.4194831651,
FIN,GDEXPRD,TOT,PC_GDP,A,2013,3.2871868514,
FIN,GDEXPRD,TOT,PC_GDP,A,2014,3.1724867003,
FRA,GDEXPRD,TOT,MLN_USD,A,1981,24753.062386948,
FRA,GDEXPRD,TOT,MLN_USD,A,1982,26452.5691213063,
FRA,GDEXPRD,TOT,MLN_USD,A,1983,27294.171727679,
FRA,GDEXPRD,TOT,MLN_USD,A,1984,28961.1517142291,
FRA,GDEXPRD,TOT,MLN_USD,A,1985,30237.6789768404,
FRA,GDEXPRD,TOT,MLN_USD,A,1986,30773.6827109457,
FRA,GDEXPRD,TOT,MLN_USD,A,1987,32174.3666845341,
FRA,GDEXPRD,TOT,MLN_USD,A,1988,33553.8012625748,
FRA,GDEXPRD,TOT,MLN_USD,A,1989,35695.5024688831,
FRA,GDEXPRD,TOT,MLN_USD,A,1990,38063.131417455,
FRA,GDEXPRD,TOT,MLN_USD,A,1991,38509.7845576702,
FRA,GDEXPRD,TOT,MLN_USD,A,1992,39213.4785490215,
FRA,GDEXPRD,TOT,MLN_USD,A,1993,39570.3254521125,
FRA,GDEXPRD,TOT,MLN_USD,A,1994,39618.8854447014,
FRA,GDEXPRD,TOT,MLN_USD,A,1995,39957.2281816131,
FRA,GDEXPRD,TOT,MLN_USD,A,1996,40187.6748846837,
FRA,GDEXPRD,TOT,MLN_USD,A,1997,39722.4408924563,
FRA,GDEXPRD,TOT,MLN_USD,A,1998,40146.1503671537,
FRA,GDEXPRD,TOT,MLN_USD,A,1999,41768.9222103778,
FRA,GDEXPRD,TOT,MLN_USD,A,2000,43119.4176883743,
FRA,GDEXPRD,TOT,MLN_USD,A,2001,44914.6400046572,
FRA,GDEXPRD,TOT,MLN_USD,A,2002,46197.2969359818,
FRA,GDEXPRD,TOT,MLN_USD,A,2003,45402.6520010729,
FRA,GDEXPRD,TOT,MLN_USD,A,2004,46119.3244937876,
FRA,GDEXPRD,TOT,MLN_USD,A,2005,45920.0417453552,
FRA,GDEXPRD,TOT,MLN_USD,A,2006,47029.0480597883,
FRA,GDEXPRD,TOT,MLN_USD,A,2007,47545.3774075348,
FRA,GDEXPRD,TOT,MLN_USD,A,2008,48523.9426862923,
FRA,GDEXPRD,TOT,MLN_USD,A,2009,50564.8543093661,
FRA,GDEXPRD,TOT,MLN_USD,A,2010,50764.9915238404,
FRA,GDEXPRD,TOT,MLN_USD,A,2011,52190.9151738268,
FRA,GDEXPRD,TOT,MLN_USD,A,2012,53203.413617604,
FRA,GDEXPRD,TOT,MLN_USD,A,2013,53894.128645541,
FRA,GDEXPRD,TOT,MLN_USD,A,2014,54296.7970318555,
FRA,GDEXPRD,TOT,PC_GDP,A,1981,1.8612841191,
FRA,GDEXPRD,TOT,PC_GDP,A,1982,1.9404014136,
FRA,GDEXPRD,TOT,PC_GDP,A,1983,1.9772956251,
FRA,GDEXPRD,TOT,PC_GDP,A,1984,2.0665541325,
FRA,GDEXPRD,TOT,PC_GDP,A,1985,2.1231777406,
FRA,GDEXPRD,TOT,PC_GDP,A,1986,2.1111750945,
FRA,GDEXPRD,TOT,PC_GDP,A,1987,2.1518075762,
FRA,GDEXPRD,TOT,PC_GDP,A,1988,2.1426323233,
FRA,GDEXPRD,TOT,PC_GDP,A,1989,2.1843062238,
FRA,GDEXPRD,TOT,PC_GDP,A,1990,2.2632370213,
FRA,GDEXPRD,TOT,PC_GDP,A,1991,2.2662463681,
FRA,GDEXPRD,TOT,PC_GDP,A,1992,2.2713240475,
FRA,GDEXPRD,TOT,PC_GDP,A,1993,2.3061218633,
FRA,GDEXPRD,TOT,PC_GDP,A,1994,2.2560390791,
FRA,GDEXPRD,TOT,PC_GDP,A,1995,2.2288324668,
FRA,GDEXPRD,TOT,PC_GDP,A,1996,2.210998146,
FRA,GDEXPRD,TOT,PC_GDP,A,1997,2.1354889537,
FRA,GDEXPRD,TOT,PC_GDP,A,1998,2.0841510806,
FRA,GDEXPRD,TOT,PC_GDP,A,1999,2.096950626,
FRA,GDEXPRD,TOT,PC_GDP,A,2000,2.0839922898,
FRA,GDEXPRD,TOT,PC_GDP,A,2001,2.1291436325,
FRA,GDEXPRD,TOT,PC_GDP,A,2002,2.1657242957,
FRA,GDEXPRD,TOT,PC_GDP,A,2003,2.1111697225,
FRA,GDEXPRD,TOT,PC_GDP,A,2004,2.086359328,
FRA,GDEXPRD,TOT,PC_GDP,A,2005,2.0444748135,
FRA,GDEXPRD,TOT,PC_GDP,A,2006,2.0452763147,
FRA,GDEXPRD,TOT,PC_GDP,A,2007,2.020028345,
FRA,GDEXPRD,TOT,PC_GDP,A,2008,2.0575856302,
FRA,GDEXPRD,TOT,PC_GDP,A,2009,2.2091047577,
FRA,GDEXPRD,TOT,PC_GDP,A,2010,2.1750935736,
FRA,GDEXPRD,TOT,PC_GDP,A,2011,2.1906407276,
FRA,GDEXPRD,TOT,PC_GDP,A,2012,2.2290665854,
FRA,GDEXPRD,TOT,PC_GDP,A,2013,2.2432787087,
FRA,GDEXPRD,TOT,PC_GDP,A,2014,2.2559883027,
DEU,GDEXPRD,TOT,MLN_USD,A,1981,41011.4967353938,
DEU,GDEXPRD,TOT,MLN_USD,A,1982,42041.9929229909,
DEU,GDEXPRD,TOT,MLN_USD,A,1983,42838.029573361,
DEU,GDEXPRD,TOT,MLN_USD,A,1984,44057.6143178648,
DEU,GDEXPRD,TOT,MLN_USD,A,1985,48333.2939970192,
DEU,GDEXPRD,TOT,MLN_USD,A,1986,49952.2670204513,
DEU,GDEXPRD,TOT,MLN_USD,A,1987,52809.4643402703,
DEU,GDEXPRD,TOT,MLN_USD,A,1988,54504.800268639,
DEU,GDEXPRD,TOT,MLN_USD,A,1989,56294.4030493195,
DEU,GDEXPRD,TOT,MLN_USD,A,1990,56906.0084027247,
DEU,GDEXPRD,TOT,MLN_USD,A,1991,61358.8335626693,
DEU,GDEXPRD,TOT,MLN_USD,A,1992,59572.601852412,
DEU,GDEXPRD,TOT,MLN_USD,A,1993,57111.5653940229,
DEU,GDEXPRD,TOT,MLN_USD,A,1994,56303.5884996645,
DEU,GDEXPRD,TOT,MLN_USD,A,1995,57424.7774841469,
DEU,GDEXPRD,TOT,MLN_USD,A,1996,58068.7581285262,
DEU,GDEXPRD,TOT,MLN_USD,A,1997,60294.9400374962,
DEU,GDEXPRD,TOT,MLN_USD,A,1998,62434.0853444275,
DEU,GDEXPRD,TOT,MLN_USD,A,1999,67172.5217100501,
DEU,GDEXPRD,TOT,MLN_USD,A,2000,70876.0336508589,
DEU,GDEXPRD,TOT,MLN_USD,A,2001,71894.4001215684,
DEU,GDEXPRD,TOT,MLN_USD,A,2002,72793.9438916301,
DEU,GDEXPRD,TOT,MLN_USD,A,2003,73509.2705510629,
DEU,GDEXPRD,TOT,MLN_USD,A,2004,73285.1459417695,
DEU,GDEXPRD,TOT,MLN_USD,A,2005,73856.1851518048,
DEU,GDEXPRD,TOT,MLN_USD,A,2006,77648.2881776257,
DEU,GDEXPRD,TOT,MLN_USD,A,2007,79863.2553005554,
DEU,GDEXPRD,TOT,MLN_USD,A,2008,85703.607176422,
DEU,GDEXPRD,TOT,MLN_USD,A,2009,84915.729217935,
DEU,GDEXPRD,TOT,MLN_USD,A,2010,87966.0657760607,
DEU,GDEXPRD,TOT,MLN_USD,A,2011,93939.6132450936,
DEU,GDEXPRD,TOT,MLN_USD,A,2012,96885.7726484146,
DEU,GDEXPRD,TOT,MLN_USD,A,2013,95644.8086316854,
DEU,GDEXPRD,TOT,MLN_USD,A,2014,99585.4693928677,
DEU,GDEXPRD,TOT,PC_GDP,A,1981,2.3516120248,
DEU,GDEXPRD,TOT,PC_GDP,A,1982,2.4202571593,
DEU,GDEXPRD,TOT,PC_GDP,A,1983,2.4279064415,
DEU,GDEXPRD,TOT,PC_GDP,A,1984,2.4284736039,
DEU,GDEXPRD,TOT,PC_GDP,A,1985,2.6035420332,
DEU,GDEXPRD,TOT,PC_GDP,A,1986,2.6305800411,
DEU,GDEXPRD,TOT,PC_GDP,A,1987,2.7425901383,
DEU,GDEXPRD,TOT,PC_GDP,A,1988,2.7294481083,
DEU,GDEXPRD,TOT,PC_GDP,A,1989,2.7133397293,
DEU,GDEXPRD,TOT,PC_GDP,A,1990,2.6058794358,
DEU,GDEXPRD,TOT,PC_GDP,A,1991,2.3957209773,
DEU,GDEXPRD,TOT,PC_GDP,A,1992,2.2820758349,
DEU,GDEXPRD,TOT,PC_GDP,A,1993,2.2089206805,
DEU,GDEXPRD,TOT,PC_GDP,A,1994,2.1254403501,
DEU,GDEXPRD,TOT,PC_GDP,A,1995,2.1307402258,
DEU,GDEXPRD,TOT,PC_GDP,A,1996,2.1371553163,
DEU,GDEXPRD,TOT,PC_GDP,A,1997,2.1787971064,
DEU,GDEXPRD,TOT,PC_GDP,A,1998,2.2123013959,
DEU,GDEXPRD,TOT,PC_GDP,A,1999,2.3338277551,
DEU,GDEXPRD,TOT,PC_GDP,A,2000,2.3916597369,
DEU,GDEXPRD,TOT,PC_GDP,A,2001,2.3855769892,
DEU,GDEXPRD,TOT,PC_GDP,A,2002,2.4154253629,
DEU,GDEXPRD,TOT,PC_GDP,A,2003,2.456600663,
DEU,GDEXPRD,TOT,PC_GDP,A,2004,2.4207881548,
DEU,GDEXPRD,TOT,PC_GDP,A,2005,2.422530619,
DEU,GDEXPRD,TOT,PC_GDP,A,2006,2.4560367701,
DEU,GDEXPRD,TOT,PC_GDP,A,2007,2.4463332325,
DEU,GDEXPRD,TOT,PC_GDP,A,2008,2.5971230492,
DEU,GDEXPRD,TOT,PC_GDP,A,2009,2.7264425567,
DEU,GDEXPRD,TOT,PC_GDP,A,2010,2.7136658675,
DEU,GDEXPRD,TOT,PC_GDP,A,2011,2.7956240371,
DEU,GDEXPRD,TOT,PC_GDP,A,2012,2.8716660012,
DEU,GDEXPRD,TOT,PC_GDP,A,2013,2.8264656306,
DEU,GDEXPRD,TOT,PC_GDP,A,2014,2.8965801794,
GRC,GDEXPRD,TOT,MLN_USD,A,1981,288.9313848592,
GRC,GDEXPRD,TOT,MLN_USD,A,1986,467.1684886831,
GRC,GDEXPRD,TOT,MLN_USD,A,1988,522.8625619731,
GRC,GDEXPRD,TOT,MLN_USD,A,1989,678.5866218883,
GRC,GDEXPRD,TOT,MLN_USD,A,1991,681.2270226415,
GRC,GDEXPRD,TOT,MLN_USD,A,1993,875.5350973229,
GRC,GDEXPRD,TOT,MLN_USD,A,1995,945.2917073937,
GRC,GDEXPRD,TOT,MLN_USD,A,1997,1044.1309566798,
GRC,GDEXPRD,TOT,MLN_USD,A,1999,1480.6781651426,
GRC,GDEXPRD,TOT,MLN_USD,A,2001,1577.6259162636,
GRC,GDEXPRD,TOT,MLN_USD,A,2003,1694.3770825498,
GRC,GDEXPRD,TOT,MLN_USD,A,2004,1717.485904522,
GRC,GDEXPRD,TOT,MLN_USD,A,2005,1897.0231774441,
GRC,GDEXPRD,TOT,MLN_USD,A,2006,1942.7199992603,
GRC,GDEXPRD,TOT,MLN_USD,A,2007,2061.261716621,
GRC,GDEXPRD,TOT,MLN_USD,A,2008,2358.2296957835,
GRC,GDEXPRD,TOT,MLN_USD,A,2009,2133.1532938999,
GRC,GDEXPRD,TOT,MLN_USD,A,2010,1928.6424729649,
GRC,GDEXPRD,TOT,MLN_USD,A,2011,1968.0246104509,
GRC,GDEXPRD,TOT,MLN_USD,A,2012,1899.2949485816,
GRC,GDEXPRD,TOT,MLN_USD,A,2013,2135.3654986535,
GRC,GDEXPRD,TOT,MLN_USD,A,2014,2217.9520388614,
GRC,GDEXPRD,TOT,PC_GDP,A,1981,0.1476774204,
GRC,GDEXPRD,TOT,PC_GDP,A,1986,0.2322725649,
GRC,GDEXPRD,TOT,PC_GDP,A,1988,0.2550355804,
GRC,GDEXPRD,TOT,PC_GDP,A,1989,0.3188755106,
GRC,GDEXPRD,TOT,PC_GDP,A,1991,0.3104910424,
GRC,GDEXPRD,TOT,PC_GDP,A,1993,0.4027227832,
GRC,GDEXPRD,TOT,PC_GDP,A,1995,0.4175166176,
GRC,GDEXPRD,TOT,PC_GDP,A,1997,0.4290982693,
GRC,GDEXPRD,TOT,PC_GDP,A,1999,0.5682310958,
GRC,GDEXPRD,TOT,PC_GDP,A,2001,0.5594838883,
GRC,GDEXPRD,TOT,PC_GDP,A,2003,0.5465366153,
GRC,GDEXPRD,TOT,PC_GDP,A,2004,0.527303336,
GRC,GDEXPRD,TOT,PC_GDP,A,2005,0.5789561845,
GRC,GDEXPRD,TOT,PC_GDP,A,2006,0.5611820433,
GRC,GDEXPRD,TOT,PC_GDP,A,2007,0.5765497104,
GRC,GDEXPRD,TOT,PC_GDP,A,2008,0.6618320672,
GRC,GDEXPRD,TOT,PC_GDP,A,2009,0.6255689143,
GRC,GDEXPRD,TOT,PC_GDP,A,2010,0.5983769147,
GRC,GDEXPRD,TOT,PC_GDP,A,2011,0.6719624774,
GRC,GDEXPRD,TOT,PC_GDP,A,2012,0.6995672915,
GRC,GDEXPRD,TOT,PC_GDP,A,2013,0.8125050029,
GRC,GDEXPRD,TOT,PC_GDP,A,2014,0.8384458463,
HUN,GDEXPRD,TOT,MLN_USD,A,1991,1564.254379666,
HUN,GDEXPRD,TOT,MLN_USD,A,1992,1492.3704193031,
HUN,GDEXPRD,TOT,MLN_USD,A,1993,1377.3796065873,
HUN,GDEXPRD,TOT,MLN_USD,A,1994,1291.1520621801,
HUN,GDEXPRD,TOT,MLN_USD,A,1995,1080.3955279827,
HUN,GDEXPRD,TOT,MLN_USD,A,1996,963.9024698693,
HUN,GDEXPRD,TOT,MLN_USD,A,1997,1105.3259008024,
HUN,GDEXPRD,TOT,MLN_USD,A,1998,1081.1240095862,
HUN,GDEXPRD,TOT,MLN_USD,A,1999,1140.0499901534,
HUN,GDEXPRD,TOT,MLN_USD,A,2000,1399.1680977763,
HUN,GDEXPRD,TOT,MLN_USD,A,2001,1678.5987036433,
HUN,GDEXPRD,TOT,MLN_USD,A,2002,1888.420277905,
HUN,GDEXPRD,TOT,MLN_USD,A,2003,1835.6463544279,
HUN,GDEXPRD,TOT,MLN_USD,A,2004,1804.993850578,
HUN,GDEXPRD,TOT,MLN_USD,A,2005,2017.0188756987,
HUN,GDEXPRD,TOT,MLN_USD,A,2006,2231.1729855265,
HUN,GDEXPRD,TOT,MLN_USD,A,2007,2186.7439943987,
HUN,GDEXPRD,TOT,MLN_USD,A,2008,2258.2476230518,
HUN,GDEXPRD,TOT,MLN_USD,A,2009,2440.0506758787,
HUN,GDEXPRD,TOT,MLN_USD,A,2010,2474.2761814048,
HUN,GDEXPRD,TOT,MLN_USD,A,2011,2626.3766441951,
HUN,GDEXPRD,TOT,MLN_USD,A,2012,2742.138141825,
HUN,GDEXPRD,TOT,MLN_USD,A,2013,3073.1054334318,
HUN,GDEXPRD,TOT,MLN_USD,A,2014,3125.3301039451,
HUN,GDEXPRD,TOT,PC_GDP,A,1991,1.0342304896,
HUN,GDEXPRD,TOT,PC_GDP,A,1992,1.0178934096,
HUN,GDEXPRD,TOT,PC_GDP,A,1993,0.9449059013,
HUN,GDEXPRD,TOT,PC_GDP,A,1994,0.86039516,
HUN,GDEXPRD,TOT,PC_GDP,A,1995,0.7093851966,
HUN,GDEXPRD,TOT,PC_GDP,A,1996,0.6326225946,
HUN,GDEXPRD,TOT,PC_GDP,A,1997,0.7014171399,
HUN,GDEXPRD,TOT,PC_GDP,A,1998,0.6583440011,
HUN,GDEXPRD,TOT,PC_GDP,A,1999,0.672412469,
HUN,GDEXPRD,TOT,PC_GDP,A,2000,0.7917714003,
HUN,GDEXPRD,TOT,PC_GDP,A,2001,0.9146899101,
HUN,GDEXPRD,TOT,PC_GDP,A,2002,0.984892908,
HUN,GDEXPRD,TOT,PC_GDP,A,2003,0.9219308881,
HUN,GDEXPRD,TOT,PC_GDP,A,2004,0.8638801112,
HUN,GDEXPRD,TOT,PC_GDP,A,2005,0.9250730213,
HUN,GDEXPRD,TOT,PC_GDP,A,2006,0.9857694014,
HUN,GDEXPRD,TOT,PC_GDP,A,2007,0.9620433601,
HUN,GDEXPRD,TOT,PC_GDP,A,2008,0.9852314039,
HUN,GDEXPRD,TOT,PC_GDP,A,2009,1.1392746023,
HUN,GDEXPRD,TOT,PC_GDP,A,2010,1.1467322103,
HUN,GDEXPRD,TOT,PC_GDP,A,2011,1.1962016826,
HUN,GDEXPRD,TOT,PC_GDP,A,2012,1.2703814801,
HUN,GDEXPRD,TOT,PC_GDP,A,2013,1.3973066028,
HUN,GDEXPRD,TOT,PC_GDP,A,2014,1.3707168371,
ISL,GDEXPRD,TOT,MLN_USD,A,1981,36.3868381239,
ISL,GDEXPRD,TOT,MLN_USD,A,1983,38.511131569,
ISL,GDEXPRD,TOT,MLN_USD,A,1984,42.5285967034,
ISL,GDEXPRD,TOT,MLN_USD,A,1985,44.5359391724,
ISL,GDEXPRD,TOT,MLN_USD,A,1986,46.3450208086,
ISL,GDEXPRD,TOT,MLN_USD,A,1987,53.0499579188,
ISL,GDEXPRD,TOT,MLN_USD,A,1989,69.3126430337,
ISL,GDEXPRD,TOT,MLN_USD,A,1990,69.0351545528,
ISL,GDEXPRD,TOT,MLN_USD,A,1991,81.4410718036,
ISL,GDEXPRD,TOT,MLN_USD,A,1992,90.4898454556,
ISL,GDEXPRD,TOT,MLN_USD,A,1993,92.0113603935,
ISL,GDEXPRD,TOT,MLN_USD,A,1994,98.64441056,
ISL,GDEXPRD,TOT,MLN_USD,A,1995,110.1931953325,
ISL,GDEXPRD,TOT,MLN_USD,A,1997,144.9370366209,
ISL,GDEXPRD,TOT,MLN_USD,A,1998,168.8037257921,
ISL,GDEXPRD,TOT,MLN_USD,A,1999,201.8056184371,
ISL,GDEXPRD,TOT,MLN_USD,A,2000,244.4737679668,
ISL,GDEXPRD,TOT,MLN_USD,A,2001,280.6652914751,
ISL,GDEXPRD,TOT,MLN_USD,A,2002,281.1098341952,
ISL,GDEXPRD,TOT,MLN_USD,A,2003,275.5071867783,
ISL,GDEXPRD,TOT,MLN_USD,A,2005,311.203846064,
ISL,GDEXPRD,TOT,MLN_USD,A,2006,351.6401171357,
ISL,GDEXPRD,TOT,MLN_USD,A,2007,339.1869646082,
ISL,GDEXPRD,TOT,MLN_USD,A,2008,339.5257971255,
ISL,GDEXPRD,TOT,MLN_USD,A,2009,338.5318293021,
ISL,GDEXPRD,TOT,MLN_USD,A,2011,312.4891600309,
ISL,GDEXPRD,TOT,MLN_USD,A,2013,246.6311940654,
ISL,GDEXPRD,TOT,MLN_USD,A,2014,253.5166225912,
ISL,GDEXPRD,TOT,PC_GDP,A,1981,0.629714263,
ISL,GDEXPRD,TOT,PC_GDP,A,1983,0.6667638309,
ISL,GDEXPRD,TOT,PC_GDP,A,1984,0.7071224335,
ISL,GDEXPRD,TOT,PC_GDP,A,1985,0.7168923626,
ISL,GDEXPRD,TOT,PC_GDP,A,1986,0.7019942011,
ISL,GDEXPRD,TOT,PC_GDP,A,1987,0.7402900358,
ISL,GDEXPRD,TOT,PC_GDP,A,1989,0.9656021583,
ISL,GDEXPRD,TOT,PC_GDP,A,1990,0.9506201652,
ISL,GDEXPRD,TOT,PC_GDP,A,1991,1.1239630838,
ISL,GDEXPRD,TOT,PC_GDP,A,1992,1.2924505504,
ISL,GDEXPRD,TOT,PC_GDP,A,1993,1.29714474,
ISL,GDEXPRD,TOT,PC_GDP,A,1994,1.3422165286,
ISL,GDEXPRD,TOT,PC_GDP,A,1995,1.4976104285,
ISL,GDEXPRD,TOT,PC_GDP,A,1997,1.7918183877,
ISL,GDEXPRD,TOT,PC_GDP,A,1998,1.9591396433,
ISL,GDEXPRD,TOT,PC_GDP,A,1999,2.2485485961,
ISL,GDEXPRD,TOT,PC_GDP,A,2000,2.6010971642,
ISL,GDEXPRD,TOT,PC_GDP,A,2001,2.8778757036,
ISL,GDEXPRD,TOT,PC_GDP,A,2002,2.8694251631,
ISL,GDEXPRD,TOT,PC_GDP,A,2003,2.7371873208,
ISL,GDEXPRD,TOT,PC_GDP,A,2005,2.6962755996,
ISL,GDEXPRD,TOT,PC_GDP,A,2006,2.9236371595,
ISL,GDEXPRD,TOT,PC_GDP,A,2007,2.5755987821,
ISL,GDEXPRD,TOT,PC_GDP,A,2008,2.540601738,
ISL,GDEXPRD,TOT,PC_GDP,A,2009,2.6575694678,
ISL,GDEXPRD,TOT,PC_GDP,A,2011,2.4948383041,
ISL,GDEXPRD,TOT,PC_GDP,A,2013,1.8730505137,
ISL,GDEXPRD,TOT,PC_GDP,A,2014,1.8908036154,
IRL,GDEXPRD,TOT,MLN_USD,A,1981,339.7840734942,
IRL,GDEXPRD,TOT,MLN_USD,A,1982,345.4420417002,
IRL,GDEXPRD,TOT,MLN_USD,A,1983,332.6653046603,
IRL,GDEXPRD,TOT,MLN_USD,A,1984,377.8077718207,
IRL,GDEXPRD,TOT,MLN_USD,A,1985,422.0926602578,
IRL,GDEXPRD,TOT,MLN_USD,A,1986,455.9140671685,
IRL,GDEXPRD,TOT,MLN_USD,A,1987,475.0126610403,
IRL,GDEXPRD,TOT,MLN_USD,A,1988,480.8816897815,
IRL,GDEXPRD,TOT,MLN_USD,A,1989,511.0478030334,
IRL,GDEXPRD,TOT,MLN_USD,A,1990,573.7820678988,
IRL,GDEXPRD,TOT,MLN_USD,A,1991,659.62362325,
IRL,GDEXPRD,TOT,MLN_USD,A,1992,757.173612475,
IRL,GDEXPRD,TOT,MLN_USD,A,1993,880.0652461169,
IRL,GDEXPRD,TOT,MLN_USD,A,1994,1007.1695767519,
IRL,GDEXPRD,TOT,MLN_USD,A,1995,1111.7126894216,
IRL,GDEXPRD,TOT,MLN_USD,A,1996,1260.9687375053,
IRL,GDEXPRD,TOT,MLN_USD,A,1997,1371.8445590497,
IRL,GDEXPRD,TOT,MLN_USD,A,1998,1453.7103465956,
IRL,GDEXPRD,TOT,MLN_USD,A,1999,1535.2654247875,
IRL,GDEXPRD,TOT,MLN_USD,A,2000,1592.1924266899,
IRL,GDEXPRD,TOT,MLN_USD,A,2001,1636.0751978089,
IRL,GDEXPRD,TOT,MLN_USD,A,2002,1737.3610078148,
IRL,GDEXPRD,TOT,MLN_USD,A,2003,1917.9504595979,
IRL,GDEXPRD,TOT,MLN_USD,A,2004,2101.6228114695,
IRL,GDEXPRD,TOT,MLN_USD,A,2005,2264.8286643092,
IRL,GDEXPRD,TOT,MLN_USD,A,2006,2416.8997932469,
IRL,GDEXPRD,TOT,MLN_USD,A,2007,2626.101689497,
IRL,GDEXPRD,TOT,MLN_USD,A,2008,2892.2469097058,
IRL,GDEXPRD,TOT,MLN_USD,A,2009,3171.6461741492,
IRL,GDEXPRD,TOT,MLN_USD,A,2010,3168.6358344133,
IRL,GDEXPRD,TOT,MLN_USD,A,2011,3101.0075944958,
IRL,GDEXPRD,TOT,MLN_USD,A,2012,3168.4316004048,
IRL,GDEXPRD,TOT,MLN_USD,A,2013,3157.0953218958,
IRL,GDEXPRD,TOT,MLN_USD,A,2014,3226.9640353787,
IRL,GDEXPRD,TOT,PC_GDP,A,1981,0.6481453442,
IRL,GDEXPRD,TOT,PC_GDP,A,1982,0.6442273114,
IRL,GDEXPRD,TOT,PC_GDP,A,1983,0.621918869,
IRL,GDEXPRD,TOT,PC_GDP,A,1984,0.6768406931,
IRL,GDEXPRD,TOT,PC_GDP,A,1985,0.733542546,
IRL,GDEXPRD,TOT,PC_GDP,A,1986,0.7957281309,
IRL,GDEXPRD,TOT,PC_GDP,A,1987,0.7921243208,
IRL,GDEXPRD,TOT,PC_GDP,A,1988,0.7621470603,
IRL,GDEXPRD,TOT,PC_GDP,A,1989,0.7654542904,
IRL,GDEXPRD,TOT,PC_GDP,A,1990,0.7923352342,
IRL,GDEXPRD,TOT,PC_GDP,A,1991,0.893629938,
IRL,GDEXPRD,TOT,PC_GDP,A,1992,0.9926011232,
IRL,GDEXPRD,TOT,PC_GDP,A,1993,1.1234531713,
IRL,GDEXPRD,TOT,PC_GDP,A,1994,1.2157335349,
IRL,GDEXPRD,TOT,PC_GDP,A,1995,1.224000029,
IRL,GDEXPRD,TOT,PC_GDP,A,1996,1.2705629485,
IRL,GDEXPRD,TOT,PC_GDP,A,1997,1.2433056773,
IRL,GDEXPRD,TOT,PC_GDP,A,1998,1.2096798688,
IRL,GDEXPRD,TOT,PC_GDP,A,1999,1.1534136479,
IRL,GDEXPRD,TOT,PC_GDP,A,2000,1.0851812371,
IRL,GDEXPRD,TOT,PC_GDP,A,2001,1.0536268099,
IRL,GDEXPRD,TOT,PC_GDP,A,2002,1.0561540365,
IRL,GDEXPRD,TOT,PC_GDP,A,2003,1.122792415,
IRL,GDEXPRD,TOT,PC_GDP,A,2004,1.1784096605,
IRL,GDEXPRD,TOT,PC_GDP,A,2005,1.1942746371,
IRL,GDEXPRD,TOT,PC_GDP,A,2006,1.1988214082,
IRL,GDEXPRD,TOT,PC_GDP,A,2007,1.2341813377,
IRL,GDEXPRD,TOT,PC_GDP,A,2008,1.3893032638,
IRL,GDEXPRD,TOT,PC_GDP,A,2009,1.6145480421,
IRL,GDEXPRD,TOT,PC_GDP,A,2010,1.6066114329,
IRL,GDEXPRD,TOT,PC_GDP,A,2011,1.532655096,
IRL,GDEXPRD,TOT,PC_GDP,A,2012,1.5636161235,
IRL,GDEXPRD,TOT,PC_GDP,A,2013,1.5359909318,
IRL,GDEXPRD,TOT,PC_GDP,A,2014,1.4923886856,
ITA,GDEXPRD,TOT,MLN_USD,A,1981,11197.1639425489,
ITA,GDEXPRD,TOT,MLN_USD,A,1982,11547.169235471,
ITA,GDEXPRD,TOT,MLN_USD,A,1983,12300.722921922,
ITA,GDEXPRD,TOT,MLN_USD,A,1984,13493.5129578293,
ITA,GDEXPRD,TOT,MLN_USD,A,1985,15414.3750456179,
ITA,GDEXPRD,TOT,MLN_USD,A,1986,15999.003770418,
ITA,GDEXPRD,TOT,MLN_USD,A,1987,17324.0814153243,
ITA,GDEXPRD,TOT,MLN_USD,A,1988,18445.4443137744,
ITA,GDEXPRD,TOT,MLN_USD,A,1989,19356.0425937295,
ITA,GDEXPRD,TOT,MLN_USD,A,1990,20414.1534306878,
